STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,link
2792,STJ,CTCP Vận tải Sonadezi,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,OTC,4200000,https://finance.vietstock.vn/STJ-ctcp-van-tai-sonadezi.htm
2793,STSC,CTCP Chứng khoán STSC,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,31871000,https://finance.vietstock.vn/STSC-ctcp-chung-khoan-stsc.htm
2794,STU,CTCP Môi Trường và Công trình Đô Thị Sơn Tây,Dịch vụ quản lý và tái chế chất thải,OTC,1876000,https://finance.vietstock.vn/STU-ctcp-moi-truong-va-cong-trinh-do-thi-son-tay.htm
2795,STV,CTCP Chế tác Đá Việt Nam,Sản xuất sản phẩm khoáng chất phi kim,OTC,11000000,https://finance.vietstock.vn/STV-ctcp-che-tac-da-viet-nam.htm
2796,SUM,CTCP Đo đạc và Khoáng sản,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,2380000,https://finance.vietstock.vn/SUM-ctcp-do-dac-va-khoang-san.htm
2797,SunCapital,CTCP Quản lý Quỹ đầu tư Chứng khoán Thái Dương,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0,https://finance.vietstock.vn/SunCapital-ctcp-quan-ly-quy-dau-tu-chung-khoan-thai-duong.htm
2798,SunCo,CTCP Xây dựng Thương mại Thái Dương,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/SunCo-ctcp-xay-dung-thuong-mai-thai-duong.htm
2799,SunGroup,CTCP Tập đoàn Mặt trời - Sun Group,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/SunGroup-ctcp-tap-doan-mat-troi-sun-group.htm
2800,SUNSHINE,CTCP Tập đoàn SUNSHINE,Bất động sản,OTC,0,https://finance.vietstock.vn/SUNSHINE-ctcp-tap-doan-sunshine.htm
2801,SuThanhHa,CTCP Gốm sứ Thanh Hà,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/SuThanhHa-ctcp-gom-su-thanh-ha.htm
2802,SVJ,CTCP Santomas Việt Nam,"Sản xuất thiết bị, máy móc",OTC,14515192,https://finance.vietstock.vn/SVJ-ctcp-santomas-viet-nam.htm
2803,SVL,CTCP Nhân lực Quốc tế Sovilaco,Quản lý các chương trình nguồn nhân lực,OTC,3270858,https://finance.vietstock.vn/SVL-ctcp-nhan-luc-quoc-te-sovilaco.htm
2804,SVS,CTCP Chứng khoán Sao Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0,https://finance.vietstock.vn/SVS-ctcp-chung-khoan-sao-viet.htm
2805,SZA,CTCP Sonadezi An Bình,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/SZA-ctcp-sonadezi-an-binh.htm
2806,T12,CTCP Thương mại Dịch vụ Tràng Thi,Bán buôn hàng lâu bền,OTC,54000000,https://finance.vietstock.vn/T12-ctcp-thuong-mai-dich-vu-trang-thi.htm
2807,TAC,CTCP Dầu thực vật Tường An,Sản xuất thực phẩm,OTC,33879648,https://finance.vietstock.vn/TAC-ctcp-dau-thuc-vat-tuong-an.htm
2808,TAFiCO,CTCP Xi măng Fico Tây Ninh,Chăn nuôi,OTC,0,https://finance.vietstock.vn/TAFiCO-ctcp-xi-mang-fico-tay-ninh.htm
2809,TAFM,CTCP Quản lý Quỹ Đầu tư Pacific Bridge,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0,https://finance.vietstock.vn/TAFM-ctcp-quan-ly-quy-dau-tu-pacific-bridge.htm
2810,TAHUE,CTCP Thuận An,Chăn nuôi,OTC,0,https://finance.vietstock.vn/TAHUE-ctcp-thuan-an.htm
2811,TaiChinhBIDV,CTCP Đầu tư Tài chính BIDV,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0,https://finance.vietstock.vn/TaiChinhBIDV-ctcp-dau-tu-tai-chinh-bidv.htm
2812,TamViet,Công ty TNHH Kiểm toán Tâm Việt,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/TamViet-cong-ty-tnhh-kiem-toan-tam-viet.htm
2813,TanHung,CTCP Đầu tư Tấn Hưng,"Xây dựng nhà cửa, cao ốc",OTC,50000000,https://finance.vietstock.vn/TanHung-ctcp-dau-tu-tan-hung.htm
2814,TANISUGAR,CTCP Mía đường Tây Ninh,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0,https://finance.vietstock.vn/TANISUGAR-ctcp-mia-duong-tay-ninh.htm
2815,TanLam,CTCP Nông sản Tân Lâm,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,1100000,https://finance.vietstock.vn/TanLam-ctcp-nong-san-tan-lam.htm
2816,TanMai,CTCP Tập đoàn Tân Mai,Sản xuất giấy,OTC,78074927,https://finance.vietstock.vn/TanMai-ctcp-tap-doan-tan-mai.htm
2817,TanManh,Công ty TNHH Thiết kế Kiến trúc Xây dựng Tấn Mạnh,"Xây dựng nhà cửa, cao ốc",Khác,0,https://finance.vietstock.vn/TanManh-cong-ty-tnhh-thiet-ke-kien-truc-xay-dung-tan-manh.htm
2818,TanPhat,CTCP Tấn Phát,"Xây dựng nhà cửa, cao ốc",OTC,12000000,https://finance.vietstock.vn/TanPhat-ctcp-tan-phat.htm
2819,TanTan,CTCP Tân Tân,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0,https://finance.vietstock.vn/TanTan-ctcp-tan-tan.htm
2820,TanThanhMy,CTCP Tân Thành Mỹ,Hỗ trợ vận tải,OTC,2900000,https://finance.vietstock.vn/TanThanhMy-ctcp-tan-thanh-my.htm
2821,TanTien,CTCP Dệt Tân Tiến,"Sản xuất sợi, vải",OTC,9671100,https://finance.vietstock.vn/TanTien-ctcp-det-tan-tien.htm
2822,TAPIOCA,CTCP Khoai Mì Nước Trong,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0,https://finance.vietstock.vn/TAPIOCA-ctcp-khoai-mi-nuoc-trong.htm
2823,TapPham,CTCP Xuất nhập khẩu Tạp Phẩm,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/TapPham-ctcp-xuat-nhap-khau-tap-pham.htm
2824,TapPhamSG,CTCP Đầu tư và Thương mại Tạp phẩm Sài Gòn,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/TapPhamSG-ctcp-dau-tu-va-thuong-mai-tap-pham-sai-gon.htm
2825,TARCO,CTCP Đăng kiểm Xe cơ giới Tây Ninh,Hỗ trợ vận tải,OTC,0,https://finance.vietstock.vn/TARCO-ctcp-dang-kiem-xe-co-gioi-tay-ninh.htm
2826,TARUCO,Công ty TNHH MTV Cao su 1-5 Tây Ninh,Chăn nuôi,Khác,0,https://finance.vietstock.vn/TARUCO-cong-ty-tnhh-mtv-cao-su-1-5-tay-ninh.htm
2827,TAS,CTCP Chứng khoán Tràng An,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13900000,https://finance.vietstock.vn/TAS-ctcp-chung-khoan-trang-an.htm
2828,TauBienHP,CTCP Cung ứng Tàu biển Hải Phòng,Hỗ trợ vận tải,OTC,0,https://finance.vietstock.vn/TauBienHP-ctcp-cung-ung-tau-bien-hai-phong.htm
2829,TauCuoc,CTCP Tàu Cuốc,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/TauCuoc-ctcp-tau-cuoc.htm
2830,TayHo,CTCP Đầu Tư và Xây dựng Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,9000000,https://finance.vietstock.vn/TayHo-ctcp-dau-tu-va-xay-dung-tay-ho.htm
2831,TayHoHousing,CTCP Đầu tư Phát triển Nhà và Xây dựng Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/TayHoHousing-ctcp-dau-tu-phat-trien-nha-va-xay-dung-tay-ho.htm
2832,TayHoQP,CTCP Đầu Tư và Xây lắp Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/TayHoQP-ctcp-dau-tu-va-xay-lap-tay-ho.htm
2833,TayNinh,CTCP Đo đạc Địa chính Tây Ninh,Hành chính công,OTC,0,https://finance.vietstock.vn/TayNinh-ctcp-do-dac-dia-chinh-tay-ninh.htm
2834,TBN,CTCP Thoát nước và Xử lý Nước thải Bắc Ninh,"Nước, chất thải và các hệ thống khác",OTC,4417592,https://finance.vietstock.vn/TBN-ctcp-thoat-nuoc-va-xu-ly-nuoc-thai-bac-ninh.htm
2835,TBR,CTCP Địa ốc Tân Bình,Phát triển bất động sản,OTC,8060000,https://finance.vietstock.vn/TBR-ctcp-dia-oc-tan-binh.htm
2836,TCBS,CTCP Chứng khoán Kỹ thương,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,30000000,https://finance.vietstock.vn/TCBS-ctcp-chung-khoan-ky-thuong.htm
2837,TCS,CTCP Than Cao Sơn - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,26846773,https://finance.vietstock.vn/TCS-ctcp-than-cao-son-vinacomin.htm
2838,TCVN,Công ty TNHH Tư vấn Đầu tư Chứng khoán TC Capital Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0,https://finance.vietstock.vn/TCVN-cong-ty-tnhh-tu-van-dau-tu-chung-khoan-tc-capital-viet-nam.htm
2839,TDA,CTCP Đầu tư Xây lắp và Vật liệu Xây dựng Đông Anh,Sản xuất sản phẩm khoáng chất phi kim,OTC,2950000,https://finance.vietstock.vn/TDA-ctcp-dau-tu-xay-lap-va-vat-lieu-xay-dung-dong-anh.htm
2840,TDAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán Thanh Đức,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/TDAuditing-cong-ty-tnhh-kiem-toan-va-tu-van-tai-chinh-ke-toan-thanh-duc.htm
2841,TDCorp,CTCP Phát triển Kỹ thuật Xây dựng,"Xây dựng nhà cửa, cao ốc",OTC,2500000,https://finance.vietstock.vn/TDCorp-ctcp-phat-trien-ky-thuat-xay-dung.htm
2842,TDLA,CTCP Bê tông Ly tâm Thủ Đức - Long An,"Sản xuất thiết bị, máy móc",OTC,0,https://finance.vietstock.vn/TDLA-ctcp-be-tong-ly-tam-thu-duc-long-an.htm
2843,TechcomCapital,Công ty TNHH Quản lý Quỹ Kỹ Thương,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0,https://finance.vietstock.vn/TechcomCapital-cong-ty-tnhh-quan-ly-quy-ky-thuong.htm
2844,TechGen,CTCP Kỹ thuật Công nghệ Sài Gòn,Dịch vụ nghiên cứu và phát triển khoa học,OTC,0,https://finance.vietstock.vn/TechGen-ctcp-ky-thuat-cong-nghe-sai-gon.htm
2845,Tecserco,CTCP Kỹ Thuật Thương mại Dịch vụ Cảng Sài Gòn,"Sản xuất thiết bị, máy móc",OTC,1998000,https://finance.vietstock.vn/Tecserco-ctcp-ky-thuat-thuong-mai-dich-vu-cang-sai-gon.htm
2846,TediSouth,CTCP Tư vấn Thiết kế Giao thông Vận tải Phía Nam,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,0,https://finance.vietstock.vn/TediSouth-ctcp-tu-van-thiet-ke-giao-thong-van-tai-phia-nam.htm
2847,TEKCAST,CTCP Công nghệ và Truyền hình,Viễn thông,OTC,0,https://finance.vietstock.vn/TEKCAST-ctcp-cong-nghe-va-truyen-hinh.htm
2848,TelecomCambodia,Công ty Viễn thông Campuchia,Viễn thông,Campuchia,0,https://finance.vietstock.vn/TelecomCambodia-cong-ty-vien-thong-campuchia.htm
2849,THA,CTCP Ô tô Trường Hải,Sản xuất phương tiện vận tải,OTC,250000000,https://finance.vietstock.vn/THA-ctcp-o-to-truong-hai.htm
2850,ThachBan,CTCP Thạch Bàn,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/ThachBan-ctcp-thach-ban.htm
2851,ThaiHoaCapNuoc,Công ty TNHH MTV Cấp nước Thái Hòa,"Nước, chất thải và các hệ thống khác",Khác,0,https://finance.vietstock.vn/ThaiHoaCapNuoc-cong-ty-tnhh-mtv-cap-nuoc-thai-hoa.htm
2852,ThangLong,Công ty TNHH Kiểm toán và Định giá Thăng Long - T.D.K,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThangLong-cong-ty-tnhh-kiem-toan-va-dinh-gia-thang-long-t-d-k.htm
2853,ThangLong9,CTCP Xây dựng Số 9 Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/ThangLong9-ctcp-xay-dung-so-9-thang-long.htm
2854,ThangLongAudit,Công ty TNHH Kiểm toán Thăng Long,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThangLongAudit-cong-ty-tnhh-kiem-toan-thang-long.htm
2855,ThangLongGTC,CTCP Thăng Long GTC,Bán buôn hàng lâu bền,OTC,0,https://finance.vietstock.vn/ThangLongGTC-ctcp-thang-long-gtc.htm
2856,ThangLongTSC,CTCP Cơ giới và Xây dựng Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/ThangLongTSC-ctcp-co-gioi-va-xay-dung-thang-long.htm
2857,ThanhBinh,CTCP Thanh Bình,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/ThanhBinh-ctcp-thanh-binh.htm
2858,ThanhCong,CTCP Thành Công,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/ThanhCong-ctcp-thanh-cong.htm
2859,ThanhHoaAudit,Công ty TNHH Kiểm toán Thanh Hoá,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThanhHoaAudit-cong-ty-tnhh-kiem-toan-thanh-hoa.htm
2860,ThanhHoaPort,CTCP Cảng Thanh Hóa,Hỗ trợ vận tải,OTC,0,https://finance.vietstock.vn/ThanhHoaPort-ctcp-cang-thanh-hoa.htm
2861,ThanhLe,CTCP Bao Bì Thanh Lễ,Sản xuất giấy,OTC,0,https://finance.vietstock.vn/ThanhLe-ctcp-bao-bi-thanh-le.htm
2862,ThanhMinhNhat,Công ty TNHH Dịch vụ Kiểm toán Thanh Minh Nhật,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThanhMinhNhat-cong-ty-tnhh-dich-vu-kiem-toan-thanh-minh-nhat.htm
2863,ThanhNienMedia,CTCP Tập đoàn Truyền thông Thanh niên,"Quảng cáo, quan hệ công chúng và dịch vụ liên quan",OTC,0,https://finance.vietstock.vn/ThanhNienMedia-ctcp-tap-doan-truyen-thong-thanh-nien.htm
2864,ThanhThanhCong,CTCP Thành Thành Công,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/ThanhThanhCong-ctcp-thanh-thanh-cong.htm
2865,ThanVinacomin,Tập Đoàn Công Nghiệp Than - Khoáng Sản Việt Nam,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,0,https://finance.vietstock.vn/ThanVinacomin-tap-doan-cong-nghiep-than-khoang-san-viet-nam.htm
2866,ThaoNguyenXanh,Công ty TNHH Kiểm toán Thảo Nguyên Xanh,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThaoNguyenXanh-cong-ty-tnhh-kiem-toan-thao-nguyen-xanh.htm
2867,ThepDinhVu,CTCP Thép Đình Vũ,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/ThepDinhVu-ctcp-thep-dinh-vu.htm
2868,ThepNinhBinh,CTCP Bê tông - Thép Ninh Bình,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/ThepNinhBinh-ctcp-be-tong-thep-ninh-binh.htm
2869,ThepSongHong,CTCP Thép Sông Hồng,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/ThepSongHong-ctcp-thep-song-hong.htm
2870,ThepTanThuan,CTCP Thép Tân Thuận,"Sản xuất thiết bị, máy móc",OTC,0,https://finance.vietstock.vn/ThepTanThuan-ctcp-thep-tan-thuan.htm
2871,ThepVanLoi,CTCP Thép Vạn Lợi,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/ThepVanLoi-ctcp-thep-van-loi.htm
2872,ThethaoHanoi,Công ty TNHH Nhà nước MTV Đầu tư - Phát triển Thể thao Hà Nội,Sản xuất các sản phẩm nhựa và cao su,OTC,0,https://finance.vietstock.vn/ThethaoHanoi-cong-ty-tnhh-nha-nuoc-mtv-dau-tu-phat-trien-the-thao-ha-noi.htm
2873,ThienHoa,CTCP Đầu tư Tài chính Thiên Hóa,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,20000000,https://finance.vietstock.vn/ThienHoa-ctcp-dau-tu-tai-chinh-thien-hoa.htm
2874,ThienHuong,CTCP Thực phẩm Thiên Hương,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/ThienHuong-ctcp-thuc-pham-thien-huong.htm
2875,ThienKim,CTCP Thương mại Dịch vụ Du lịch Thiên Kim,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/ThienKim-ctcp-thuong-mai-dich-vu-du-lich-thien-kim.htm
2876,ThienVietAudit,Công ty TNHH Kiểm toán và Tư vấn Thiên Việt,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThienVietAudit-cong-ty-tnhh-kiem-toan-va-tu-van-thien-viet.htm
2877,ThietBiThuyLoi,CTCP Thiết bị Thủy Lợi,"Sản xuất thiết bị, máy móc",OTC,2017060,https://finance.vietstock.vn/ThietBiThuyLoi-ctcp-thiet-bi-thuy-loi.htm
2878,Thikeco,CTCP Tư vấn Đầu tư Phát triển và Xây dựng Thikeco,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/Thikeco-ctcp-tu-van-dau-tu-phat-trien-va-xay-dung-thikeco.htm
2879,ThinhLiet,CTCP Đầu tư và Bê tông Thịnh Liệt,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/ThinhLiet-ctcp-dau-tu-va-be-tong-thinh-liet.htm
2880,THMilk,CTCP Chuỗi Thực phẩm TH,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/THMilk-ctcp-chuoi-thuc-pham-th.htm
2881,ThongTinEIS,CTCP Công nghệ Thông tin EIS,Viễn thông,OTC,0,https://finance.vietstock.vn/ThongTinEIS-ctcp-cong-nghe-thong-tin-eis.htm
2882,THR,CTCP Đường sắt Thuận Hải,Hỗ trợ vận tải,OTC,1688860,https://finance.vietstock.vn/THR-ctcp-duong-sat-thuan-hai.htm
2883,ThuanAn,CTCP Thương mại Tổng hợp Thuận An,"Chợ, đại lý và môi giới bán buôn điện tử",OTC,0,https://finance.vietstock.vn/ThuanAn-ctcp-thuong-mai-tong-hop-thuan-an.htm
2884,ThuDo,Công ty TNHH Kiểm toán Tư vấn Thủ Đô,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThuDo-cong-ty-tnhh-kiem-toan-tu-van-thu-do.htm
2885,ThuThiemDIC,CTCP Đầu tư Phát triển Thủ Thiêm,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/ThuThiemDIC-ctcp-dau-tu-phat-trien-thu-thiem.htm
2886,ThuychungAudit,Công ty TNHH Kiểm toán Thuỷ Chung,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ThuychungAudit-cong-ty-tnhh-kiem-toan-thuy-chung.htm
2887,ThuyLoiDienBien,Công ty TNHH Xây dựng Và Dịch vụ Thủy lợi Tỉnh Điện Biên,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0,https://finance.vietstock.vn/ThuyLoiDienBien-cong-ty-tnhh-xay-dung-va`-dich-vu-thuy-loi-tinh-dien-bien.htm
2888,ThuySanKienGiang,CTCP Khai thác Thủy sản Kiên Giang,Sản xuất các sản phẩm gỗ,OTC,0,https://finance.vietstock.vn/ThuySanKienGiang-ctcp-khai-thac-thuy-san-kien-giang.htm
2889,THV,CTCP Tập đoàn Thái Hòa Việt Nam,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/THV-ctcp-tap-doan-thai-hoa-viet-nam.htm
2890,TIC,CTCP Đầu tư Điện Tây Nguyên,"Phát, truyền tải và phân phối điện năng",Khác,24656988,https://finance.vietstock.vn/TIC-ctcp-dau-tu-dien-tay-nguyen.htm
2891,Tico,CTCP TICO,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/Tico-ctcp-tico.htm
2892,TIIDC,Công ty TNHH MTV Đầu tư Phát triển Hạ tầng Thanh Hóa,"Xây dựng nhà cửa, cao ốc",Khác,0,https://finance.vietstock.vn/TIIDC-cong-ty-tnhh-mtv-dau-tu-phat-trien-ha-tang-thanh-hoa.htm
2893,TinHieu,CTCP Viễn Thông - Tín Hiệu Đường sắt,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,OTC,0,https://finance.vietstock.vn/TinHieu-ctcp-vien-thong-tin-hieu-duong-sat.htm
2894,TinHoang,CTCP khoáng Sản Tín Hoằng,"Xây dựng nhà cửa, cao ốc",OTC,11016286,https://finance.vietstock.vn/TinHoang-ctcp-khoang-san-tin-hoang.htm
2895,TinNghiaBank,Ngân hàng TMCP Việt Nam Tín Nghĩa,Trung gian tín dụng và các hoạt động liên quan,Khác,458800000,https://finance.vietstock.vn/TinNghiaBank-ngan-hang-tmcp-viet-nam-tin-nghia.htm
2896,TinNghiaPetro,CTCP Xăng dầu Tín Nghĩa,Bán buôn hàng tiêu dùng,OTC,21343760,https://finance.vietstock.vn/TinNghiaPetro-ctcp-xang-dau-tin-nghia.htm
2897,Titco,CTCP Sản xuất và Thương mại Hàng Xuất khẩu Tân Bình,"Sản xuất sợi, vải",OTC,1245150,https://finance.vietstock.vn/Titco-ctcp-san-xuat-va-thuong-mai-hang-xuat-khau-tan-binh.htm
2898,TKR,CTCP Cao su Tân Biên - Kampongthom,Sản xuất các sản phẩm gỗ,OTC,0,https://finance.vietstock.vn/TKR-ctcp-cao-su-tan-bien-kampongthom.htm
2899,TKSC,CTCP Chứng khoán Tonkin,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,15000000,https://finance.vietstock.vn/TKSC-ctcp-chung-khoan-tonkin.htm
2900,TKTAudit,Công ty TNHH Kiểm toán và Tư vấn TKT,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/TKTAudit-cong-ty-tnhh-kiem-toan-va-tu-van-tkt.htm
2901,TLC,CTCP Viễn thông Thăng Long,Viễn thông,OTC,0,https://finance.vietstock.vn/TLC-ctcp-vien-thong-thang-long.htm
2902,TLCF,CTCP Quản lý Quỹ FIDES (VIỆT NAM),"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0,https://finance.vietstock.vn/TLCF-ctcp-quan-ly-quy-fides-viet-nam.htm
2903,TLG6,CTCP Xây dựng số 6 Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/TLG6-ctcp-xay-dung-so-6-thang-long.htm
2904,TLMECO,CTCP Cơ khí 4 và Xây dựng Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,2057921,https://finance.vietstock.vn/TLMECO-ctcp-co-khi-4-va-xay-dung-thang-long.htm
2905,TMD,CTCP Thương mại và Đại lý Dầu Tỉnh Bà Rịa - Vũng Tàu,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,4513859,https://finance.vietstock.vn/TMD-ctcp-thuong-mai-va-dai-ly-dau-tinh-ba-ria-vung-tau.htm
2906,TMDTKH,CTCP Thương mại và Đầu tư Khánh Hòa,Chăn nuôi,Khác,0,https://finance.vietstock.vn/TMDTKH-ctcp-thuong-mai-va-dau-tu-khanh-hoa.htm
2907,TMMNThanhHoa,CTCP Thương mại Miền Núi Thanh Hóa,Bán buôn hàng lâu bền,OTC,0,https://finance.vietstock.vn/TMMNThanhHoa-ctcp-thuong-mai-mien-nui-thanh-hoa.htm
2908,TMPhuongDong,CTCP Sản xuất và Thương mại Phương Đông,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/TMPhuongDong-ctcp-san-xuat-va-thuong-mai-phuong-dong.htm
2909,TMQN,CTCP Thương mại Quảng Ninh,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/TMQN-ctcp-thuong-mai-quang-ninh.htm
2910,TND,CTCP Than Tây Nam Đá mài - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,16000000,https://finance.vietstock.vn/TND-ctcp-than-tay-nam-da-mai-vinacomin.htm
2911,TNY,CTCP Đầu tư Xây dựng Thanh Niên,"Xây dựng nhà cửa, cao ốc",OTC,3000000,https://finance.vietstock.vn/TNY-ctcp-dau-tu-xay-dung-thanh-nien.htm
2912,ToanCau,CTCP Bảo hiểm Toàn cầu,Bảo hiểm và các hoạt động liên quan,OTC,0,https://finance.vietstock.vn/ToanCau-ctcp-bao-hiem-toan-cau.htm
